timestamp,Temperature,Pressure,Flow_Rate,pH_Value,Concentration
2025-05-28 04:40:10.681000+00:00,150.164,4.974,105.254,7.45,0.16
2025-05-28 04:40:15.681000+00:00,145.314,4.836,102.336,7.175,0.15
2025-05-28 04:40:20.681000+00:00,148.269,5.466,97.374,7.165,0.146
2025-05-28 04:40:25.681000+00:00,172.836,5.266,100.505,6.846,0.138
2025-05-28 04:40:30.681000+00:00,150.667,5.454,115.61,6.928,0.154
2025-05-28 04:40:35.681000+00:00,148.255,5.469,92.08,6.781,0.146
2025-05-28 04:40:40.681000+00:00,154.09,5.054,80.708,7.131,0.128
2025-05-28 04:40:45.681000+00:00,152.154,5.189,92.186,6.898,0.141
2025-05-28 04:40:50.681000+00:00,154.624,5.231,124.055,7.546,0.156
2025-05-28 04:40:55.681000+00:00,146.702,4.853,81.325,7.008,0.142
2025-05-28 04:41:00.681000+00:00,171.891,5.132,100.491,6.483,0.161
2025-05-28 04:41:05.681000+00:00,147.53,5.329,126.016,6.963,0.143
2025-05-28 04:41:10.681000+00:00,153.73,5.53,98.789,6.893,0.16
2025-05-28 04:41:15.681000+00:00,154.609,3.995,78.829,7.176,0.149
2025-05-28 04:41:20.681000+00:00,147.263,4.926,100.172,6.969,0.139
2025-05-28 04:41:25.681000+00:00,143.571,5.158,97.307,6.937,0.161
2025-05-28 04:41:30.681000+00:00,151.023,4.403,107.342,6.831,0.153
2025-05-28 04:41:35.681000+00:00,151.204,5.277,116.559,6.933,0.142
2025-05-28 04:41:40.681000+00:00,153.198,4.038,101.027,7.116,0.15
2025-05-28 04:41:45.681000+00:00,149.728,5.285,96.744,6.919,0.153
2025-05-28 04:41:50.681000+00:00,148.558,5.398,75.188,6.71,0.157
2025-05-28 04:41:55.681000+00:00,146.348,6.069,75.175,6.691,0.153
2025-05-28 04:42:00.681000+00:00,146.068,5.194,85.814,7.283,0.128
2025-05-28 04:42:05.681000+00:00,151.878,5.597,94.956,6.933,0.151
2025-05-28 04:42:10.681000+00:00,148.2,4.289,90.293,7.221,0.139
2025-05-28 04:42:15.681000+00:00,148.986,5.139,114.58,7.091,0.138
2025-05-28 04:42:20.681000+00:00,141.397,4.596,97.752,6.583,0.161
2025-05-28 04:42:25.681000+00:00,167.478,5.956,104.981,6.772,0.133
2025-05-28 04:42:30.681000+00:00,148.052,4.432,99.014,7.009,0.151
2025-05-28 04:42:35.681000+00:00,142.352,5.508,97.361,7.025,0.162
2025-05-28 04:42:40.681000+00:00,149.394,4.89,103.184,6.924,0.142
2025-05-28 04:42:45.681000+00:00,155.098,5.373,101.355,7.004,0.156
2025-05-28 04:42:50.681000+00:00,155.6,4.718,108.037,6.858,0.144
2025-05-28 04:42:55.681000+00:00,148.091,6.002,90.248,6.937,0.153
2025-05-28 04:43:00.681000+00:00,150.593,7.04,98.379,6.66,0.159
2025-05-28 04:43:05.681000+00:00,146.834,4.857,89.597,7.115,0.143
2025-05-28 04:43:10.681000+00:00,151.497,5.567,109.938,6.869,0.153
2025-05-28 04:43:15.681000+00:00,155.399,5.58,103.631,6.656,0.153
2025-05-28 04:43:20.681000+00:00,155.199,4.246,94.421,7.119,0.143
2025-05-28 04:43:25.681000+00:00,152.232,5.213,110.846,7.502,0.143
2025-05-28 04:43:30.681000+00:00,155.523,4.543,91.675,6.881,0.147
2025-05-28 04:43:35.681000+00:00,150.665,6.117,97.288,7.059,0.141
2025-05-28 04:43:40.681000+00:00,139.281,5.741,76.277,7.041,0.16
2025-05-28 04:43:45.681000+00:00,152.198,5.423,105.876,6.868,0.151
2025-05-28 04:43:50.681000+00:00,148.199,4.383,103.155,7.011,0.158
2025-05-28 04:43:55.681000+00:00,142.832,4.956,106.271,6.733,0.142
2025-05-28 04:44:00.681000+00:00,144.855,5.14,91.123,7.025,0.143
2025-05-28 04:44:05.681000+00:00,144.444,4.383,95.555,7.071,0.136
2025-05-28 04:44:10.681000+00:00,149.577,5.262,76.615,7.093,0.157
2025-05-28 04:44:15.681000+00:00,143.318,4.771,120.144,7.075,0.153
2025-05-28 04:44:20.681000+00:00,159.49,5.382,82.332,6.895,0.161
2025-05-28 04:44:25.681000+00:00,145.987,5.133,89.367,7.431,0.168
2025-05-28 04:44:30.681000+00:00,146.622,5.216,113.168,7.027,0.143
2025-05-28 04:44:35.681000+00:00,144.506,4.439,99.158,7.131,0.142
2025-05-28 04:44:40.681000+00:00,152.471,7.453,131.199,7.11,0.147
2025-05-28 04:44:45.681000+00:00,149.801,4.581,84.526,7.184,0.139
2025-05-28 04:44:50.681000+00:00,144.141,4.974,91.154,6.91,0.139
2025-05-28 04:44:55.681000+00:00,143.628,5.144,86.249,6.98,0.138
2025-05-28 04:45:00.681000+00:00,156.494,4.776,89.519,6.901,0.127
2025-05-28 04:45:05.681000+00:00,155.158,4.796,105.964,6.77,0.154
2025-05-28 04:45:10.681000+00:00,142.72,4.502,86.398,7.496,0.136
2025-05-28 04:45:15.681000+00:00,148.592,5.017,93.109,7.133,0.177
2025-05-28 04:45:20.681000+00:00,147.656,4.437,92.498,7.139,0.148
2025-05-28 04:45:25.681000+00:00,148.903,4.734,96.887,7.182,0.148
2025-05-28 04:45:30.681000+00:00,147.36,4.862,97.381,7.084,0.141
2025-05-28 04:45:35.681000+00:00,142.039,4.875,100.965,6.948,0.149
2025-05-28 04:45:40.681000+00:00,147.373,4.214,82.081,6.846,0.156
2025-05-28 04:45:45.681000+00:00,147.876,4.545,106.727,6.935,0.165
2025-05-28 04:45:50.681000+00:00,148.137,5.28,94.555,6.984,0.146
2025-05-28 04:45:55.681000+00:00,148.736,4.474,99.73,6.794,0.16
2025-05-28 04:46:00.681000+00:00,155.763,4.919,106.311,6.737,0.139
2025-05-28 04:46:05.681000+00:00,153.78,5.901,88.317,6.605,0.135
2025-05-28 04:46:10.681000+00:00,151.489,4.995,73.295,7.162,0.148
2025-05-28 04:46:15.681000+00:00,147.792,4.76,92.937,7.033,0.153
2025-05-28 04:46:20.681000+00:00,154.886,5.392,96.776,7.118,0.15
2025-05-28 04:46:25.681000+00:00,155.463,4.589,90.563,7.091,0.151
2025-05-28 04:46:30.681000+00:00,155.839,4.882,112.403,6.698,0.15
2025-05-28 04:46:35.681000+00:00,143.129,5.05,107.715,6.914,0.143
2025-05-28 04:46:40.681000+00:00,148.848,5.738,97.645,6.761,0.145
2025-05-28 04:46:45.681000+00:00,154.736,4.62,109.505,7.348,0.159
2025-05-28 04:46:50.681000+00:00,154.734,4.536,134.152,7.03,0.16
2025-05-28 04:46:55.681000+00:00,145.594,5.159,98.735,7.047,0.13
2025-05-28 04:47:00.681000+00:00,148.634,5.473,87.039,7.038,0.165
2025-05-28 04:47:05.681000+00:00,154.377,5.893,94.51,6.616,0.163
2025-05-28 04:47:10.681000+00:00,152.204,4.774,96.857,7.491,0.152
2025-05-28 04:47:15.681000+00:00,165.92,4.213,99.154,6.848,0.169
2025-05-28 04:47:20.681000+00:00,154.051,4.77,107.527,6.871,0.143
2025-05-28 04:47:25.681000+00:00,148.144,4.895,94.545,7.025,0.158
2025-05-28 04:47:30.681000+00:00,147.415,4.674,94.87,6.82,0.137
2025-05-28 04:47:35.681000+00:00,151.247,4.38,96.021,7.05,0.155
2025-05-28 04:47:40.681000+00:00,152.675,5.426,97.462,6.782,0.207
2025-05-28 04:47:45.681000+00:00,146.048,5.186,96.692,7.227,0.144
2025-05-28 04:47:50.681000+00:00,166.382,5.012,97.161,7.001,0.155
2025-05-28 04:47:55.681000+00:00,148.616,4.383,110.576,6.963,0.154
2025-05-28 04:48:00.681000+00:00,154.974,5.263,96.066,5.436,0.153
2025-05-28 04:48:05.681000+00:00,156.915,5.143,106.87,7.06,0.163
2025-05-28 04:48:10.681000+00:00,145.648,5.186,83.983,6.814,0.13
2025-05-28 04:48:15.681000+00:00,148.15,5.531,103.944,7.012,0.151
2025-05-28 04:48:20.681000+00:00,155.036,5.387,121.58,6.999,0.162
2025-05-28 04:48:25.681000+00:00,152.044,4.506,91.477,7.088,0.147
2025-05-28 04:48:30.681000+00:00,149.104,4.688,107.973,7.033,0.151
2025-05-28 04:48:35.681000+00:00,146.995,4.634,101.799,7.086,0.152
2025-05-28 04:48:40.681000+00:00,154.638,5.782,104.933,7.113,0.142
2025-05-28 04:48:45.681000+00:00,154.433,5.763,91.383,6.76,0.165
2025-05-28 04:48:50.681000+00:00,142.694,4.335,95.47,6.715,0.156
2025-05-28 04:48:55.681000+00:00,154.655,5.309,73.799,6.971,0.137
2025-05-28 04:49:00.681000+00:00,143.029,6.591,98.282,6.957,0.148
2025-05-28 04:49:05.681000+00:00,148.505,4.685,101.071,7.399,0.142
2025-05-28 04:49:10.681000+00:00,146.852,4.603,106.481,7.166,0.165
2025-05-28 04:49:15.681000+00:00,150.896,5.421,97.164,6.966,0.134
2025-05-28 04:49:20.681000+00:00,150.287,5.055,96.832,6.714,0.156
2025-05-28 04:49:25.681000+00:00,154.906,5.028,95.657,6.946,0.154
2025-05-28 04:49:30.681000+00:00,158.136,4.964,103.244,7.0,0.153
2025-05-28 04:49:35.681000+00:00,153.699,5.432,111.517,6.992,0.165
2025-05-28 04:49:40.681000+00:00,153.002,5.569,110.239,7.294,0.162
2025-05-28 04:49:45.681000+00:00,145.232,5.686,102.625,7.184,0.148
2025-05-28 04:49:50.681000+00:00,149.038,5.031,110.268,7.033,0.148
2025-05-28 04:49:55.681000+00:00,144.567,5.834,111.944,7.07,0.137
2025-05-28 04:50:00.681000+00:00,153.518,5.331,111.011,7.006,0.132
2025-05-28 04:50:05.681000+00:00,151.013,6.064,106.36,6.848,0.148
2025-05-28 04:50:10.681000+00:00,150.944,5.182,85.023,7.036,0.165
2025-05-28 04:50:15.681000+00:00,150.653,5.596,116.522,7.124,0.153
2025-05-28 04:50:20.681000+00:00,152.116,5.563,102.248,7.155,0.212
2025-05-28 04:50:25.681000+00:00,142.995,4.344,112.596,6.939,0.157
2025-05-28 04:50:30.681000+00:00,146.945,5.721,97.266,6.94,0.149
2025-05-28 04:50:35.681000+00:00,151.217,5.282,109.53,6.743,0.2
2025-05-28 04:50:40.681000+00:00,160.553,5.792,79.813,7.166,0.158
2025-05-28 04:50:45.681000+00:00,161.377,5.295,106.091,7.028,0.148
2025-05-28 04:50:50.681000+00:00,149.148,5.353,103.149,7.006,0.151
2025-05-28 04:50:55.681000+00:00,144.025,5.559,92.304,6.943,0.144
2025-05-28 04:51:00.681000+00:00,159.339,5.231,109.844,6.995,0.155
2025-05-28 04:51:05.681000+00:00,153.179,5.406,80.381,7.212,0.131
2025-05-28 04:51:10.681000+00:00,145.9,3.77,107.02,7.254,0.15
2025-05-28 04:51:15.681000+00:00,151.178,4.7,111.416,7.266,0.159
2025-05-28 04:51:20.681000+00:00,154.296,5.374,107.787,6.615,0.15
2025-05-28 04:51:25.681000+00:00,153.927,5.089,95.736,7.054,0.143
2025-05-28 04:51:30.681000+00:00,166.86,5.424,105.584,6.923,0.159
2025-05-28 04:51:35.681000+00:00,144.858,4.855,102.06,6.703,0.133
2025-05-28 04:51:40.681000+00:00,152.313,4.157,87.698,6.869,0.144
2025-05-28 04:51:45.681000+00:00,151.464,4.46,105.087,7.162,0.149
2025-05-28 04:51:50.681000+00:00,143.367,5.267,117.949,7.155,0.135
2025-05-28 04:51:55.681000+00:00,149.475,4.681,83.51,6.851,0.152
2025-05-28 04:52:00.681000+00:00,148.621,4.598,106.39,6.951,0.167
2025-05-28 04:52:05.681000+00:00,152.77,5.582,113.491,6.785,0.155
2025-05-28 04:52:10.681000+00:00,144.837,5.318,113.631,7.291,0.157
2025-05-28 04:52:15.681000+00:00,149.976,5.319,101.504,6.992,0.155
2025-05-28 04:52:20.681000+00:00,147.419,4.626,95.111,7.055,0.154
2025-05-28 04:52:25.681000+00:00,159.886,4.635,100.399,7.021,0.158
2025-05-28 04:52:30.681000+00:00,155.828,5.467,84.009,7.13,0.147
2025-05-28 04:52:35.681000+00:00,152.491,5.064,87.095,7.013,0.167
2025-05-28 04:52:40.681000+00:00,146.955,4.709,110.019,7.256,0.156
2025-05-28 04:52:45.681000+00:00,148.831,4.759,113.189,7.01,0.139
2025-05-28 04:52:50.681000+00:00,153.696,4.552,90.876,7.102,0.148
2025-05-28 04:52:55.681000+00:00,145.447,5.506,103.75,6.579,0.172
2025-05-28 04:53:00.681000+00:00,149.647,5.724,110.221,7.006,0.149
2025-05-28 04:53:05.681000+00:00,152.331,4.568,96.045,5.181,0.133
2025-05-28 04:53:10.681000+00:00,141.406,4.552,108.836,7.145,0.155
2025-05-28 04:53:15.681000+00:00,158.738,5.796,86.953,7.236,0.156
2025-05-28 04:53:20.681000+00:00,145.335,4.432,93.984,7.306,0.135
2025-05-28 04:53:25.681000+00:00,154.791,5.661,101.102,7.248,0.148
2025-05-28 04:53:30.681000+00:00,145.424,4.35,89.916,6.885,0.142
2025-05-28 04:53:35.681000+00:00,147.129,4.794,90.864,7.04,0.148
2025-05-28 04:53:40.681000+00:00,146.582,4.67,108.057,6.674,0.154
2025-05-28 04:53:45.681000+00:00,144.137,4.555,106.874,7.12,0.136
2025-05-28 04:53:50.681000+00:00,147.141,4.645,99.996,6.789,0.161
2025-05-28 04:53:55.681000+00:00,154.171,5.16,124.052,7.01,0.164
2025-05-28 04:54:00.681000+00:00,151.126,5.016,106.817,6.689,0.153
2025-05-28 04:54:05.681000+00:00,149.483,5.932,95.616,7.001,0.156
2025-05-28 04:54:10.681000+00:00,152.447,5.406,113.032,6.813,0.145
2025-05-28 04:54:15.681000+00:00,151.703,4.56,115.594,6.773,0.14
2025-05-28 04:54:20.681000+00:00,148.985,4.583,97.524,6.737,0.157
2025-05-28 04:54:25.681000+00:00,139.144,5.313,111.211,7.031,0.161
2025-05-28 04:54:30.681000+00:00,150.673,4.307,100.226,7.101,0.145
2025-05-28 04:54:35.681000+00:00,173.13,5.029,95.71,7.011,0.151
2025-05-28 04:54:40.681000+00:00,166.274,4.443,85.263,7.184,0.156
2025-05-28 04:54:45.681000+00:00,147.413,5.033,97.819,6.955,0.14
2025-05-28 04:54:50.681000+00:00,151.47,4.655,99.468,6.814,0.152
2025-05-28 04:54:55.681000+00:00,155.825,4.838,89.875,7.002,0.157
2025-05-28 04:55:00.681000+00:00,142.212,5.118,97.871,6.807,0.166
2025-05-28 04:55:05.681000+00:00,166.332,5.104,104.377,6.835,0.15
2025-05-28 04:55:10.681000+00:00,156.531,5.017,99.43,7.062,0.16
2025-05-28 04:55:15.681000+00:00,143.491,5.113,107.677,7.103,0.157
2025-05-28 04:55:20.681000+00:00,159.903,5.216,107.327,7.122,0.159
2025-05-28 04:55:25.681000+00:00,157.791,4.776,120.108,7.183,0.133
2025-05-28 04:55:30.681000+00:00,149.351,5.034,92.82,6.945,0.129
2025-05-28 04:55:35.681000+00:00,153.187,5.546,103.831,6.943,0.16
2025-05-28 04:55:40.681000+00:00,148.734,4.779,89.573,7.2,0.144
2025-05-28 04:55:45.681000+00:00,148.955,5.346,105.979,7.425,0.138
2025-05-28 04:55:50.681000+00:00,160.758,4.826,95.688,7.212,0.155
2025-05-28 04:55:55.681000+00:00,150.498,5.298,90.002,7.038,0.155
2025-05-28 04:56:00.681000+00:00,147.89,5.086,117.501,7.369,0.156
2025-05-28 04:56:05.681000+00:00,140.87,4.746,104.982,7.089,0.147
2025-05-28 04:56:10.681000+00:00,154.873,4.771,103.411,7.407,0.149
2025-05-28 04:56:15.681000+00:00,151.722,5.055,112.157,7.261,0.15
2025-05-28 04:56:20.681000+00:00,143.039,4.854,109.908,7.024,0.166
2025-05-28 04:56:25.681000+00:00,154.61,4.447,115.967,7.046,0.141
2025-05-28 04:56:30.681000+00:00,154.515,3.815,101.155,7.139,0.149
2025-05-28 04:56:35.681000+00:00,153.477,5.363,100.554,7.073,0.214
2025-05-28 04:56:40.681000+00:00,142.332,4.068,108.882,7.036,0.157
2025-05-28 04:56:45.681000+00:00,154.462,4.404,131.729,7.051,0.155
2025-05-28 04:56:50.681000+00:00,153.922,5.129,101.001,6.728,0.16
2025-05-28 04:56:55.681000+00:00,146.968,6.862,96.32,7.34,0.142
2025-05-28 04:57:00.681000+00:00,142.549,4.877,98.572,7.356,0.151
2025-05-28 04:57:05.681000+00:00,149.074,4.377,98.878,7.045,0.145
2025-05-28 04:57:10.681000+00:00,149.233,4.643,89.168,7.081,0.202
2025-05-28 04:57:15.681000+00:00,154.299,4.86,101.877,7.08,0.148
2025-05-28 04:57:20.681000+00:00,151.067,4.914,93.914,7.044,0.148
2025-05-28 04:57:25.681000+00:00,154.457,4.255,94.766,7.186,0.169
2025-05-28 04:57:30.681000+00:00,145.476,4.595,108.276,7.076,0.137
2025-05-28 04:57:35.681000+00:00,149.387,4.337,108.329,7.061,0.134
2025-05-28 04:57:40.681000+00:00,159.988,5.117,91.689,6.986,0.141
2025-05-28 04:57:45.681000+00:00,172.626,5.072,95.533,7.145,0.156
2025-05-28 04:57:50.681000+00:00,138.241,5.159,130.339,6.63,0.139
2025-05-28 04:57:55.681000+00:00,147.673,4.903,92.821,7.456,0.144
2025-05-28 04:58:00.681000+00:00,147.385,4.554,107.032,7.021,0.152
2025-05-28 04:58:05.681000+00:00,158.795,5.152,104.915,7.157,0.156
2025-05-28 04:58:10.681000+00:00,147.275,4.851,108.548,6.613,0.152
2025-05-28 04:58:15.681000+00:00,143.527,4.751,89.881,7.181,0.153
2025-05-28 04:58:20.681000+00:00,151.102,5.06,108.887,7.1,0.149
2025-05-28 04:58:25.681000+00:00,153.591,5.548,100.144,6.527,0.126
2025-05-28 04:58:30.681000+00:00,147.858,5.064,112.401,7.047,0.162
2025-05-28 04:58:35.681000+00:00,149.653,4.93,92.233,7.327,0.175
2025-05-28 04:58:40.681000+00:00,148.043,4.971,85.785,6.867,0.164
2025-05-28 04:58:45.681000+00:00,152.354,5.014,106.92,6.867,0.155
2025-05-28 04:58:50.681000+00:00,148.839,5.478,95.682,6.907,0.151
2025-05-28 04:58:55.681000+00:00,147.372,4.277,95.497,6.659,0.141
2025-05-28 04:59:00.681000+00:00,160.142,3.741,121.631,7.034,0.141
2025-05-28 04:59:05.681000+00:00,146.123,4.687,106.055,7.071,0.14
2025-05-28 04:59:10.681000+00:00,154.507,4.612,107.328,7.165,0.186
2025-05-28 04:59:15.681000+00:00,153.197,5.354,90.373,6.864,0.15
2025-05-28 04:59:20.681000+00:00,148.994,5.128,110.04,7.012,0.149
2025-05-28 04:59:25.681000+00:00,145.754,4.921,100.753,5.87,0.142
2025-05-28 04:59:30.681000+00:00,147.582,5.341,121.22,6.95,0.146
2025-05-28 04:59:35.681000+00:00,136.853,4.752,106.192,6.865,0.167
2025-05-28 04:59:40.681000+00:00,154.806,6.129,90.262,6.991,0.139
2025-05-28 04:59:45.681000+00:00,150.968,5.424,85.775,7.068,0.147
2025-05-28 04:59:50.681000+00:00,149.412,5.494,106.393,6.908,0.148
2025-05-28 04:59:55.681000+00:00,148.962,4.705,104.49,7.041,0.174
2025-05-28 05:00:00.681000+00:00,154.817,5.875,107.082,7.02,0.137
2025-05-28 05:00:05.681000+00:00,150.296,5.241,116.093,7.097,0.14
2025-05-28 05:00:10.681000+00:00,149.679,4.874,107.395,7.032,0.137
2025-05-28 05:00:15.681000+00:00,145.893,5.009,102.633,6.829,0.15
2025-05-28 05:00:20.681000+00:00,149.904,4.603,88.402,7.137,0.151
2025-05-28 05:00:25.681000+00:00,147.31,5.492,102.904,7.16,0.147
2025-05-28 05:00:30.681000+00:00,153.795,5.214,108.631,7.09,0.153
2025-05-28 05:00:35.681000+00:00,153.144,5.568,92.829,7.22,0.144
2025-05-28 05:00:40.681000+00:00,166.972,6.199,118.259,7.214,0.156
2025-05-28 05:00:45.681000+00:00,149.878,5.32,102.326,6.472,0.153
2025-05-28 05:00:50.681000+00:00,146.315,6.757,96.103,6.569,0.156
2025-05-28 05:00:55.681000+00:00,153.943,4.901,105.483,6.911,0.143
2025-05-28 05:01:00.681000+00:00,173.861,4.987,96.064,7.065,0.149
2025-05-28 05:01:05.681000+00:00,145.153,5.242,105.364,7.181,0.145
2025-05-28 05:01:10.681000+00:00,148.135,5.158,99.798,7.4,0.158
2025-05-28 05:01:15.681000+00:00,153.876,5.068,98.574,6.858,0.16
2025-05-28 05:01:20.681000+00:00,149.274,5.602,98.66,7.078,0.151
2025-05-28 05:01:25.681000+00:00,155.651,4.907,115.379,6.642,0.144
2025-05-28 05:01:30.681000+00:00,152.142,4.857,85.448,6.707,0.14
2025-05-28 05:01:35.681000+00:00,148.85,4.248,86.452,6.733,0.214
2025-05-28 05:01:40.681000+00:00,153.095,4.589,95.432,7.138,0.144
2025-05-28 05:01:45.681000+00:00,148.599,5.504,101.305,7.222,0.138
2025-05-28 05:01:50.681000+00:00,151.569,5.364,79.449,6.885,0.14
2025-05-28 05:01:55.681000+00:00,144.597,5.177,96.948,7.207,0.156
2025-05-28 05:02:00.681000+00:00,152.821,6.595,97.126,7.042,0.139
2025-05-28 05:02:05.681000+00:00,154.458,4.934,104.435,7.123,0.142
2025-05-28 05:02:10.681000+00:00,149.882,5.59,83.404,6.816,0.136
2025-05-28 05:02:15.681000+00:00,146.219,4.055,95.199,7.245,0.137
2025-05-28 05:02:20.681000+00:00,147.743,4.573,94.758,6.601,0.135
2025-05-28 05:02:25.681000+00:00,141.384,5.186,93.151,6.863,0.154
2025-05-28 05:02:30.681000+00:00,143.925,5.161,133.059,7.043,0.157
2025-05-28 05:02:35.681000+00:00,147.26,5.298,96.474,7.183,0.156
2025-05-28 05:02:40.681000+00:00,154.934,7.405,89.526,7.074,0.138
2025-05-28 05:02:45.681000+00:00,147.717,4.759,97.362,6.801,0.164
2025-05-28 05:02:50.681000+00:00,144.569,5.5,112.705,6.969,0.15
2025-05-28 05:02:55.681000+00:00,147.704,4.374,89.876,6.84,0.132
2025-05-28 05:03:00.681000+00:00,154.551,5.475,84.218,6.976,0.159
2025-05-28 05:03:05.681000+00:00,153.586,4.58,106.75,7.207,0.147
2025-05-28 05:03:10.681000+00:00,151.149,5.278,95.375,6.972,0.146
2025-05-28 05:03:15.681000+00:00,148.754,4.865,112.136,7.059,0.159
2025-05-28 05:03:20.681000+00:00,155.945,4.05,110.603,7.275,0.173
2025-05-28 05:03:25.681000+00:00,148.32,4.22,93.976,7.301,0.166
2025-05-28 05:03:30.681000+00:00,153.082,5.726,102.028,6.743,0.157
2025-05-28 05:03:35.681000+00:00,146.884,4.955,108.368,6.915,0.153
2025-05-28 05:03:40.681000+00:00,149.002,4.908,128.018,6.878,0.158
2025-05-28 05:03:45.681000+00:00,148.523,4.642,98.245,7.101,0.143
2025-05-28 05:03:50.681000+00:00,174.106,5.586,115.028,7.149,0.154
2025-05-28 05:03:55.681000+00:00,151.936,5.02,101.62,7.202,0.16
2025-05-28 05:04:00.681000+00:00,151.701,5.265,96.151,7.047,0.154
2025-05-28 05:04:05.681000+00:00,149.937,4.655,101.016,6.695,0.13
2025-05-28 05:04:10.681000+00:00,149.702,4.948,93.371,7.008,0.138
2025-05-28 05:04:15.681000+00:00,152.892,5.308,86.699,6.965,0.148
2025-05-28 05:04:20.681000+00:00,166.879,4.513,97.607,7.043,0.152
2025-05-28 05:04:25.681000+00:00,165.222,5.115,103.627,7.075,0.151
2025-05-28 05:04:30.681000+00:00,150.237,4.368,84.765,7.06,0.165
2025-05-28 05:04:35.681000+00:00,144.653,4.873,103.048,6.918,0.151
2025-05-28 05:04:40.681000+00:00,165.429,4.119,104.991,7.06,0.143
2025-05-28 05:04:45.681000+00:00,154.203,4.954,81.264,6.817,0.161
2025-05-28 05:04:50.681000+00:00,147.446,5.338,85.567,7.142,0.152
2025-05-28 05:04:55.681000+00:00,149.466,4.726,70.409,7.045,0.14
2025-05-28 05:05:00.681000+00:00,153.413,5.479,102.581,6.989,0.149
2025-05-28 05:05:05.681000+00:00,144.87,4.557,130.15,6.947,0.156
2025-05-28 05:05:10.681000+00:00,149.043,4.341,82.789,7.027,0.142
2025-05-28 05:05:15.681000+00:00,151.275,5.097,79.87,6.821,0.172
2025-05-28 05:05:20.681000+00:00,153.944,7.103,85.77,6.977,0.159
2025-05-28 05:05:25.681000+00:00,154.975,5.996,82.627,7.097,0.148
2025-05-28 05:05:30.681000+00:00,156.477,4.76,93.09,7.037,0.157
2025-05-28 05:05:35.681000+00:00,143.929,5.23,109.35,6.574,0.15
2025-05-28 05:05:40.681000+00:00,152.693,5.85,95.188,7.213,0.145
2025-05-28 05:05:45.681000+00:00,173.739,5.087,103.63,7.031,0.163
2025-05-28 05:05:50.681000+00:00,145.997,5.178,103.25,7.122,0.146
2025-05-28 05:05:55.681000+00:00,153.744,4.287,98.5,6.941,0.138
2025-05-28 05:06:00.681000+00:00,149.365,5.107,102.298,6.872,0.147
2025-05-28 05:06:05.681000+00:00,148.256,4.392,98.911,7.112,0.149
2025-05-28 05:06:10.681000+00:00,151.213,4.623,93.753,6.776,0.14
2025-05-28 05:06:15.681000+00:00,147.705,5.494,88.935,6.958,0.135
2025-05-28 05:06:20.681000+00:00,147.932,4.725,116.918,6.434,0.164
2025-05-28 05:06:25.681000+00:00,150.874,5.341,93.192,6.614,0.154
2025-05-28 05:06:30.681000+00:00,153.953,5.377,107.648,7.274,0.161
2025-05-28 05:06:35.681000+00:00,154.218,5.298,105.479,7.115,0.146
2025-05-28 05:06:40.681000+00:00,151.203,5.2,118.197,7.134,0.149
2025-05-28 05:06:45.681000+00:00,147.125,5.441,90.467,6.719,0.17
2025-05-28 05:06:50.681000+00:00,151.188,4.506,105.468,5.99,0.14
2025-05-28 05:06:55.681000+00:00,153.5,5.051,98.854,7.191,0.153
2025-05-28 05:07:00.681000+00:00,157.34,4.967,97.37,6.956,0.14
2025-05-28 05:07:05.681000+00:00,158.406,4.472,98.163,6.942,0.145
2025-05-28 05:07:10.681000+00:00,152.264,4.928,97.468,6.996,0.123
2025-05-28 05:07:15.681000+00:00,149.159,4.452,95.495,7.196,0.157
2025-05-28 05:07:20.681000+00:00,148.246,5.887,97.547,6.823,0.171
2025-05-28 05:07:25.681000+00:00,151.955,5.774,102.425,7.288,0.144
2025-05-28 05:07:30.681000+00:00,143.227,5.022,85.45,7.027,0.156
2025-05-28 05:07:35.681000+00:00,140.695,4.656,112.996,6.852,0.161
2025-05-28 05:07:40.681000+00:00,145.113,4.079,106.405,6.939,0.162
2025-05-28 05:07:45.681000+00:00,153.715,5.695,106.298,6.925,0.145
2025-05-28 05:07:50.681000+00:00,154.701,5.501,97.481,6.661,0.154
2025-05-28 05:07:55.681000+00:00,169.111,5.41,99.209,6.73,0.128
2025-05-28 05:08:00.681000+00:00,141.452,4.673,103.622,6.864,0.155
2025-05-28 05:08:05.681000+00:00,151.21,4.918,94.222,6.724,0.135
2025-05-28 05:08:10.681000+00:00,153.612,5.03,108.505,7.002,0.146
2025-05-28 05:08:15.681000+00:00,149.61,4.483,79.978,6.99,0.149
2025-05-28 05:08:20.681000+00:00,146.622,4.75,100.606,6.974,0.15
2025-05-28 05:08:25.681000+00:00,146.129,5.12,114.829,7.105,0.153
2025-05-28 05:08:30.681000+00:00,139.556,4.68,96.0,7.017,0.166
2025-05-28 05:08:35.681000+00:00,150.022,5.42,110.017,7.167,0.151
2025-05-28 05:08:40.681000+00:00,152.336,5.105,75.161,6.913,0.142
2025-05-28 05:08:45.681000+00:00,149.56,3.687,104.825,7.102,0.167
2025-05-28 05:08:50.681000+00:00,148.471,4.967,102.237,6.865,0.147
2025-05-28 05:08:55.681000+00:00,147.624,5.273,78.601,6.977,0.208
2025-05-28 05:09:00.681000+00:00,153.512,3.855,84.187,6.859,0.163
2025-05-28 05:09:05.681000+00:00,151.322,4.724,105.307,7.421,0.16
2025-05-28 05:09:10.681000+00:00,147.743,5.588,105.164,7.001,0.202
